name,bps_regency_id,bps_province_id
BENGKULU SELATAN,1701,17
BENGKULU TENGAH,1709,17
BENGKULU TENGAH,1709,17
BENGKULU UTARA,1703,17
BENGKULU UTARA,1703,17
KAUR,1704,17
KAUR,1704,17
KEPAHIANG,1708,17
KEPAHIANG,1708,17
KOTA BENGKULU,1771,17
KOTA BENGKULU,1771,17
LEBONG,1707,17
LEBONG,1707,17
MUKO MUKO,1706,17
MUKO MUKO,1706,17
REJANG LEBONG,1702,17
REJANG LEBONG,1702,17
SELUMA,1705,17
SELUMA,1705,17
BANTUL,3402,34
BANTUL,3402,34
GUNUNGKIDUL,3403,34
GUNUNGKIDUL,3403,34
KOTA YOGYAKARTA,3471,34
KOTA YOGYAKARTA,3471,34
KULON PROGO,3401,34
KULON PROGO,3401,34
SLEMAN,3404,34
SLEMAN,3404,34
KEPULAUAN SERIBU,3101,31
KEPULAUAN SERIBU,3101,31
KOTA JAKARTA BARAT,3174,31
KOTA JAKARTA BARAT,3174,31
KOTA JAKARTA PUSAT,3173,31
KOTA JAKARTA PUSAT,3173,31
KOTA JAKARTA SELATAN,3171,31
KOTA JAKARTA SELATAN,3171,31
KOTA JAKARTA TIMUR,3172,31
KOTA JAKARTA TIMUR,3172,31
KOTA JAKARTA UTARA,3175,31
KOTA JAKARTA UTARA,3175,31
BOALEMO,7501,75
BOALEMO,7501,75
BONE BOLANGO,7504,75
BONE BOLANGO,7504,75
GORONTALO,7502,75
GORONTALO,7502,75
GORONTALO UTARA,7505,75
GORONTALO UTARA,7505,75
KOTA GORONTALO,7571,75
KOTA GORONTALO,7571,75
PAHUWATO,7503,75
PAHUWATO,7503,75
BATANGHARI,1504,15
BATANGHARI,1504,15
BUNGO,1509,15
BUNGO,1509,15
KERINCI,1501,15
KERINCI,1501,15
KOTA JAMBI,1571,15
KOTA JAMBI,1571,15
KOTA SUNGAI PENUH,1572,15
KOTA SUNGAI PENUH,1572,15
MERANGIN,1502,15
MERANGIN,1502,15
MUARO JAMBI,1505,15
MUARO JAMBI,1505,15
SAROLANGUN,1503,15
SAROLANGUN,1503,15
TANJUNG JABUNG BARAT,1507,15
TANJUNG JABUNG BARAT,1507,15
TANJUNG JABUNG TIMUR,1506,15
TANJUNG JABUNG TIMUR,1506,15
TEBO,1508,15
TEBO,1508,15
BANDUNG,3204,32
BANDUNG,3204,32
BANDUNG BARAT,3217,32
BANDUNG BARAT,3217,32
BEKASI,3216,32
BEKASI,3216,32
BOGOR,3201,32
BOGOR,3201,32
CIAMIS,3207,32
CIAMIS,3207,32
CIANJUR,3203,32
CIANJUR,3203,32
CIREBON,3209,32
CIREBON,3209,32
GARUT,3205,32
GARUT,3205,32
INDRAMAYU,3212,32
INDRAMAYU,3212,32
KARAWANG,3215,32
KARAWANG,3215,32
KOTA BANDUNG,3273,32
KOTA BANDUNG,3273,32
KOTA BANJAR,3279,32
KOTA BANJAR,3279,32
KOTA BEKASI,3275,32
KOTA BEKASI,3275,32
KOTA BOGOR,3271,32
KOTA BOGOR,3271,32
KOTA CIMAHI,3277,32
KOTA CIMAHI,3277,32
KOTA CIREBON,3274,32
KOTA CIREBON,3274,32
KOTA DEPOK,3276,32
KOTA DEPOK,3276,32
KOTA SUKABUMI,3272,32
KOTA SUKABUMI,3272,32
KOTA TASIKMALAYA,3278,32
KOTA TASIKMALAYA,3278,32
KUNINGAN,3208,32
KUNINGAN,3208,32
MAJALENGKA,3210,32
MAJALENGKA,3210,32
PANGANDARAN,3218,32
PANGANDARAN,3218,32
PURWAKARTA,3214,32
PURWAKARTA,3214,32
SUBANG,3213,32
SUBANG,3213,32
SUKABUMI,3202,32
SUKABUMI,3202,32
SUMEDANG,3211,32
SUMEDANG,3211,32
TASIKMALAYA,3206,32
TASIKMALAYA,3206,32
BANJARNEGARA,3304,33
BANJARNEGARA,3304,33
BANYUMAS,3302,33
BANYUMAS,3302,33
BATANG,3325,33
BATANG,3325,33
BLORA,3316,33
BLORA,3316,33
BOYOLALI,3309,33
BOYOLALI,3309,33
BREBES,3329,33
BREBES,3329,33
CILACAP,3301,33
CILACAP,3301,33
DEMAK,3321,33
DEMAK,3321,33
GROBOGAN,3315,33
GROBOGAN,3315,33
JEPARA,3320,33
JEPARA,3320,33
KARANGANYAR,3313,33
KARANGANYAR,3313,33
KEBUMEN,3305,33
KEBUMEN,3305,33
KENDAL,3324,33
KENDAL,3324,33
KLATEN,3310,33
KLATEN,3310,33
KOTA MAGELANG,3371,33
KOTA MAGELANG,3371,33
KOTA PEKALONGAN,3375,33
KOTA PEKALONGAN,3375,33
KOTA SALATIGA,3373,33
KOTA SALATIGA,3373,33
KOTA SEMARANG,3374,33
KOTA SEMARANG,3374,33
KOTA SURAKARTA,3372,33
KOTA SURAKARTA,3372,33
KOTA TEGAL,3376,33
KOTA TEGAL,3376,33
KUDUS,3319,33
KUDUS,3319,33
MAGELANG,3308,33
MAGELANG,3308,33
PATI,3318,33
PATI,3318,33
PEKALONGAN,3326,33
PEKALONGAN,3326,33
PEMALANG,3327,33
PEMALANG,3327,33
PURBALINGGA,3303,33
PURBALINGGA,3303,33
PURWOREJO,3306,33
PURWOREJO,3306,33
REMBANG,3317,33
REMBANG,3317,33
SEMARANG,3322,33
SEMARANG,3322,33
SRAGEN,3314,33
SRAGEN,3314,33
SUKOHARJO,3311,33
SUKOHARJO,3311,33
TEGAL,3328,33
TEGAL,3328,33
TEMANGGUNG,3323,33
TEMANGGUNG,3323,33
WONOGIRI,3312,33
WONOGIRI,3312,33
WONOSOBO,3307,33
WONOSOBO,3307,33
BANGKALAN,3526,35
BANGKALAN,3526,35
BANYUWANGI,3510,35
BANYUWANGI,3510,35
BLITAR,3505,35
BLITAR,3505,35
BOJONEGORO,3522,35
BOJONEGORO,3522,35
BONDOWOSO,3511,35
BONDOWOSO,3511,35
GRESIK,3525,35
GRESIK,3525,35
JEMBER,3509,35
JEMBER,3509,35
JOMBANG,3517,35
JOMBANG,3517,35
KEDIRI,3506,35
KEDIRI,3506,35
KOTA BATU,3579,35
KOTA BATU,3579,35
KOTA BLITAR,3572,35
KOTA BLITAR,3572,35
KOTA KEDIRI,3571,35
KOTA KEDIRI,3571,35
KOTA MADIUN,3577,35
KOTA MADIUN,3577,35
KOTA MALANG,3573,35
KOTA MALANG,3573,35
KOTA MOJOKERTO,3576,35
KOTA MOJOKERTO,3576,35
KOTA PASURUAN,3575,35
KOTA PASURUAN,3575,35
KOTA PROBOLINGGO,3574,35
KOTA PROBOLINGGO,3574,35
KOTA SURABAYA,3578,35
KOTA SURABAYA,3578,35
LAMONGAN,3524,35
LAMONGAN,3524,35
LUMAJANG,3508,35
LUMAJANG,3508,35
MADIUN,3519,35
MADIUN,3519,35
MAGETAN,3520,35
MAGETAN,3520,35
MALANG,3507,35
MALANG,3507,35
MOJOKERTO,3516,35
MOJOKERTO,3516,35
NGANJUK,3518,35
NGANJUK,3518,35
NGAWI,3521,35
NGAWI,3521,35
PACITAN,3501,35
PACITAN,3501,35
PAMEKASAN,3528,35
PAMEKASAN,3528,35
PASURUAN,3514,35
PASURUAN,3514,35
PONOROGO,3502,35
PONOROGO,3502,35
PROBOLINGGO,3513,35
PROBOLINGGO,3513,35
SAMPANG,3527,35
SAMPANG,3527,35
SIDOARJO,3515,35
SIDOARJO,3515,35
SITUBONDO,3512,35
SITUBONDO,3512,35
SUMENEP,3529,35
SUMENEP,3529,35
TRENGGALEK,3503,35
TRENGGALEK,3503,35
TUBAN,3523,35
TUBAN,3523,35
TULUNGAGUNG,3504,35
TULUNGAGUNG,3504,35
BENGKAYANG,6102,61
BENGKAYANG,6102,61
KAPUAS HULU,6108,61
KAPUAS HULU,6108,61
KAYONG UTARA,6111,61
KAYONG UTARA,6111,61
KETAPANG,6106,61
KETAPANG,6106,61
KOTA PONTIANAK,6171,61
KOTA PONTIANAK,6171,61
KOTA SINGKAWANG,6172,61
KOTA SINGKAWANG,6172,61
KUBU RAYA,6112,61
KUBU RAYA,6112,61
LANDAK,6103,61
LANDAK,6103,61
MELAWI,6110,61
MELAWI,6110,61
MEMPAWAH,6104,61
MEMPAWAH,6104,61
SAMBAS,6101,61
SAMBAS,6101,61
SANGGAU,6105,61
SANGGAU,6105,61
SEKADAU,6109,61
SEKADAU,6109,61
SINTANG,6107,61
SINTANG,6107,61
BALANGAN,6311,63
BALANGAN,6311,63
BANJAR,6303,63
BANJAR,6303,63
BARITO KUALA,6304,63
BARITO KUALA,6304,63
HULU SUNGAI SELATAN,6306,63
HULU SUNGAI SELATAN,6306,63
HULU SUNGAI TENGAH,6307,63
HULU SUNGAI TENGAH,6307,63
HULU SUNGAI UTARA,6308,63
HULU SUNGAI UTARA,6308,63
KOTA BANJARBARU,6372,63
KOTA BANJARBARU,6372,63
KOTA BANJARMASIN,6371,63
KOTA BANJARMASIN,6371,63
KOTABARU,6302,63
KOTABARU,6302,63
TABALONG,6309,63
TABALONG,6309,63
TANAH BUMBU,6310,63
TANAH BUMBU,6310,63
TANAH LAUT,6301,63
TANAH LAUT,6301,63
TAPIN,6305,63
TAPIN,6305,63
BARITO SELATAN,6204,62
BARITO SELATAN,6204,62
BARITO TIMUR,6212,62
BARITO TIMUR,6212,62
BARITO UTARA,6205,62
BARITO UTARA,6205,62
GUNUNG MAS,6211,62
GUNUNG MAS,6211,62
KAPUAS,6203,62
KAPUAS,6203,62
KATINGAN,6209,62
KATINGAN,6209,62
KOTA PALANGKARAYA,6271,62
KOTA PALANGKARAYA,6271,62
KOTAWARINGIN BARAT,6201,62
KOTAWARINGIN BARAT,6201,62
KOTAWARINGIN TIMUR,6202,62
KOTAWARINGIN TIMUR,6202,62
LAMANDAU,6207,62
LAMANDAU,6207,62
MURUNG RAYA,6213,62
MURUNG RAYA,6213,62
PULANG PISAU,6210,62
PULANG PISAU,6210,62
SERUYAN,6208,62
SERUYAN,6208,62
SUKAMARA,6206,62
SUKAMARA,6206,62
BERAU,6405,64
BERAU,6405,64
KOTA BALIKPAPAN,6471,64
KOTA BALIKPAPAN,6471,64
KOTA BONTANG,6474,64
KOTA BONTANG,6474,64
KOTA SAMARINDA,6472,64
KOTA SAMARINDA,6472,64
KUTAI BARAT,6402,64
KUTAI BARAT,6402,64
KUTAI KARTANEGARA,6403,64
KUTAI KARTANEGARA,6403,64
KUTAI TIMUR,6404,64
KUTAI TIMUR,6404,64
MAHAKAM ULU,6411,64
MAHAKAM ULU,6411,64
PASER,6401,64
PASER,6401,64
PENAJAM PASER UTARA,6409,64
PENAJAM PASER UTARA,6409,64
BULUNGAN,6502,65
BULUNGAN,6502,65
KOTA TARAKAN,6571,65
KOTA TARAKAN,6571,65
MALINAU,6501,65
MALINAU,6501,65
NUNUKAN,6504,65
NUNUKAN,6504,65
TANA TIDUNG,6503,65
TANA TIDUNG,6503,65
BANGKA,1901,19
BANGKA,1901,19
BANGKA BARAT,1903,19
BANGKA BARAT,1903,19
BANGKA SELATAN,1905,19
BANGKA SELATAN,1905,19
BANGKA TENGAH,1904,19
BANGKA TENGAH,1904,19
BELITUNG,1902,19
BELITUNG,1902,19
BELITUNG TIMUR,1906,19
BELITUNG TIMUR,1906,19
KOTA PANGKAL PINANG,1971,19
KOTA PANGKAL PINANG,1971,19
BINTAN,2102,21
BINTAN,2102,21
KARIMUN,2101,21
KARIMUN,2101,21
KEPULAUAN ANAMBAS,2105,21
KEPULAUAN ANAMBAS,2105,21
KOTA BATAM,2171,21
KOTA BATAM,2171,21
KOTA TANJUNG PINANG,2172,21
KOTA TANJUNG PINANG,2172,21
LINGGA,2104,21
LINGGA,2104,21
NATUNA,2103,21
NATUNA,2103,21
KOTA BANDAR LAMPUNG,1871,18
KOTA BANDAR LAMPUNG,1871,18
KOTA METRO,1872,18
KOTA METRO,1872,18
LAMPUNG BARAT,1801,18
LAMPUNG BARAT,1801,18
LAMPUNG SELATAN,1803,18
LAMPUNG SELATAN,1803,18
LAMPUNG TENGAH,1805,18
LAMPUNG TENGAH,1805,18
LAMPUNG TIMUR,1804,18
LAMPUNG TIMUR,1804,18
LAMPUNG UTARA,1806,18
LAMPUNG UTARA,1806,18
MESUJI,1811,18
MESUJI,1811,18
PESAWARAN,1809,18
PESAWARAN,1809,18
PESISIR BARAT,1813,18
PESISIR BARAT,1813,18
PRINGSEWU,1810,18
PRINGSEWU,1810,18
TANGGAMUS,1802,18
TANGGAMUS,1802,18
TULANG BAWANG,1808,18
TULANG BAWANG,1808,18
TULANG BAWANG BARAT,1812,18
TULANG BAWANG BARAT,1812,18
WAY KANAN,1807,18
WAY KANAN,1807,18
BURU,8104,81
BURU,8104,81
BURU SELATAN,8109,81
BURU SELATAN,8109,81
KEPULAUAN ARU,8105,81
KEPULAUAN ARU,8105,81
KEPULAUAN TANIMBAR,8101,81
KEPULAUAN TANIMBAR,8101,81
KOTA AMBON,8171,81
KOTA AMBON,8171,81
KOTA TUAL,8172,81
KOTA TUAL,8172,81
MALUKU BARAT DAYA,8108,81
MALUKU BARAT DAYA,8108,81
MALUKU TENGAH,8103,81
MALUKU TENGAH,8103,81
MALUKU TENGGARA,8102,81
MALUKU TENGGARA,8102,81
SERAM BAGIAN BARAT,8106,81
SERAM BAGIAN BARAT,8106,81
SERAM BAGIAN TIMUR,8107,81
SERAM BAGIAN TIMUR,8107,81
HALMAHERA BARAT,8201,82
HALMAHERA BARAT,8201,82
HALMAHERA SELATAN,8204,82
HALMAHERA SELATAN,8204,82
HALMAHERA TENGAH,8202,82
HALMAHERA TENGAH,8202,82
HALMAHERA TIMUR,8206,82
HALMAHERA TIMUR,8206,82
HALMAHERA UTARA,8205,82
HALMAHERA UTARA,8205,82
KEPULAUAN SULA,8203,82
KEPULAUAN SULA,8203,82
KOTA TERNATE,8271,82
KOTA TERNATE,8271,82
KOTA TIDORE KEPULAUAN,8272,82
KOTA TIDORE KEPULAUAN,8272,82
PULAU MOROTAI,8207,82
PULAU MOROTAI,8207,82
PULAU TALIABU,8208,82
PULAU TALIABU,8208,82
BIMA,5206,52
BIMA,5206,52
DOMPU,5205,52
DOMPU,5205,52
KOTA BIMA,5272,52
KOTA BIMA,5272,52
KOTA MATARAM,5271,52
KOTA MATARAM,5271,52
LOMBOK BARAT,5201,52
LOMBOK BARAT,5201,52
LOMBOK TENGAH,5202,52
LOMBOK TENGAH,5202,52
LOMBOK TIMUR,5203,52
LOMBOK TIMUR,5203,52
LOMBOK UTARA,5208,52
LOMBOK UTARA,5208,52
SUMBAWA,5204,52
SUMBAWA,5204,52
SUMBAWA BARAT,5207,52
SUMBAWA BARAT,5207,52
ALOR,5307,53
ALOR,5307,53
BELU,5306,53
BELU,5306,53
ENDE,5311,53
ENDE,5311,53
FLORES TIMUR,5309,53
FLORES TIMUR,5309,53
KOTA KUPANG,5371,53
KOTA KUPANG,5371,53
KUPANG,5303,53
KUPANG,5303,53
LEMBATA,5308,53
LEMBATA,5308,53
MALAKA,5321,53
MALAKA,5321,53
MANGGARAI,5313,53
MANGGARAI,5313,53
MANGGARAI BARAT,5315,53
MANGGARAI BARAT,5315,53
MANGGARAI TIMUR,5319,53
MANGGARAI TIMUR,5319,53
NAGEKEO,5318,53
NAGEKEO,5318,53
NGADA,5312,53
NGADA,5312,53
ROTE NDAO,5314,53
ROTE NDAO,5314,53
SABU RAIJUA,5320,53
SABU RAIJUA,5320,53
SIKKA,5310,53
SIKKA,5310,53
SUMBA BARAT,5301,53
SUMBA BARAT,5301,53
SUMBA BARAT DAYA,5317,53
SUMBA BARAT DAYA,5317,53
SUMBA TENGAH,5316,53
SUMBA TENGAH,5316,53
SUMBA TIMUR,5302,53
SUMBA TIMUR,5302,53
TIMOR TENGAH SELATAN,5304,53
TIMOR TENGAH SELATAN,5304,53
TIMOR TENGAH UTARA,5305,53
TIMOR TENGAH UTARA,5305,53
ASMAT,9415,94
ASMAT,9415,94
BIAK NUMFOR,9409,94
BIAK NUMFOR,9409,94
BOVEN DIGOEL,9413,94
BOVEN DIGOEL,9413,94
DEIYAI,9436,94
DEIYAI,9436,94
DOGIYAI,9434,94
DOGIYAI,9434,94
INTAN JAYA,9435,94
INTAN JAYA,9435,94
JAYAPURA,9403,94
JAYAPURA,9403,94
JAYAWIJAYA,9402,94
JAYAWIJAYA,9402,94
KEEROM,9420,94
KEEROM,9420,94
KEPULAUAN YAPEN,9408,94
KEPULAUAN YAPEN,9408,94
KOTA JAYAPURA,9471,94
KOTA JAYAPURA,9471,94
LANNY JAYA,9430,94
LANNY JAYA,9430,94
MAMBERAMO RAYA,9428,94
MAMBERAMO RAYA,9428,94
MAMBERAMO TENGAH,9431,94
MAMBERAMO TENGAH,9431,94
MAPPI,9414,94
MAPPI,9414,94
MERAUKE,9401,94
MERAUKE,9401,94
MIMIKA,9412,94
MIMIKA,9412,94
NABIRE,9404,94
NABIRE,9404,94
NDUGA,9429,94
NDUGA,9429,94
PANIAI,9410,94
PANIAI,9410,94
PEGUNUNGAN BINTANG,9417,94
PEGUNUNGAN BINTANG,9417,94
PUNCAK,9433,94
PUNCAK,9433,94
PUNCAK JAYA,9411,94
PUNCAK JAYA,9411,94
SARMI,9419,94
SARMI,9419,94
SUPIORI,9427,94
SUPIORI,9427,94
TOLIKARA,9418,94
TOLIKARA,9418,94
WAROPEN,9426,94
WAROPEN,9426,94
YAHUKIMO,9416,94
YAHUKIMO,9416,94
YALIMO,9432,94
YALIMO,9432,94
FAK FAK,9101,91
FAK FAK,9101,91
KAIMANA,9102,91
KAIMANA,9102,91
KOTA SORONG,9171,91
KOTA SORONG,9171,91
MANOKWARI,9105,91
MANOKWARI,9105,91
MANOKWARI SELATAN,9111,91
MANOKWARI SELATAN,9111,91
MAYBRAT,9110,91
MAYBRAT,9110,91
PEGUNUNGAN ARFAK,9112,91
PEGUNUNGAN ARFAK,9112,91
RAJA AMPAT,9108,91
RAJA AMPAT,9108,91
SORONG,9107,91
SORONG,9107,91
SORONG SELATAN,9106,91
SORONG SELATAN,9106,91
TAMBRAUW,9109,91
TAMBRAUW,9109,91
TELUK BINTUNI,9104,91
TELUK BINTUNI,9104,91
TELUK WONDAMA,9103,91
TELUK WONDAMA,9103,91
BENGKALIS,1408,14
BENGKALIS,1408,14
INDRAGIRI HILIR,1403,14
INDRAGIRI HILIR,1403,14
INDRAGIRI HULU,1402,14
INDRAGIRI HULU,1402,14
KAMPAR,1406,14
KAMPAR,1406,14
KEPULAUAN MERANTI,1410,14
KEPULAUAN MERANTI,1410,14
KOTA DUMAI,1473,14
KOTA DUMAI,1473,14
KOTA PEKANBARU,1471,14
KOTA PEKANBARU,1471,14
KUANTAN SINGINGI,1401,14
KUANTAN SINGINGI,1401,14
PELALAWAN,1404,14
PELALAWAN,1404,14
ROKAN HILIR,1409,14
ROKAN HILIR,1409,14
ROKAN HULU,1407,14
ROKAN HULU,1407,14
SIAK,1405,14
SIAK,1405,14
MAJENE,7601,76
MAJENE,7601,76
MAMASA,7603,76
MAMASA,7603,76
MAMUJU,7604,76
MAMUJU,7604,76
MAMUJU TENGAH,7606,76
MAMUJU TENGAH,7606,76
PASANGKAYU,7605,76
PASANGKAYU,7605,76
POLEWALI MANDAR,7602,76
POLEWALI MANDAR,7602,76
BANTAENG,7303,73
BANTAENG,7303,73
BARRU,7310,73
BARRU,7310,73
BONE,7311,73
BONE,7311,73
BULUKUMBA,7302,73
BULUKUMBA,7302,73
ENREKANG,7316,73
ENREKANG,7316,73
GOWA,7306,73
GOWA,7306,73
JENEPONTO,7304,73
JENEPONTO,7304,73
KEPULAUAN SELAYAR,7301,73
KEPULAUAN SELAYAR,7301,73
KOTA MAKASSAR,7371,73
KOTA MAKASSAR,7371,73
KOTA PALOPO,7373,73
KOTA PALOPO,7373,73
KOTA PARE PARE,7372,73
KOTA PARE PARE,7372,73
LUWU,7317,73
LUWU,7317,73
LUWU TIMUR,7325,73
LUWU TIMUR,7325,73
LUWU UTARA,7322,73
LUWU UTARA,7322,73
MAROS,7308,73
MAROS,7308,73
PANGKAJENE KEPULAUAN,7309,73
PANGKAJENE KEPULAUAN,7309,73
PINRANG,7315,73
PINRANG,7315,73
SIDENRENG RAPPANG,7314,73
SIDENRENG RAPPANG,7314,73
SINJAI,7307,73
SINJAI,7307,73
SOPPENG,7312,73
SOPPENG,7312,73
TAKALAR,7305,73
TAKALAR,7305,73
TANA TORAJA,7318,73
TANA TORAJA,7318,73
TORAJA UTARA,7326,73
TORAJA UTARA,7326,73
WAJO,7313,73
WAJO,7313,73
BANGGAI,7202,72
BANGGAI,7202,72
BANGGAI KEPULAUAN,7201,72
BANGGAI KEPULAUAN,7201,72
BANGGAI LAUT,7211,72
BANGGAI LAUT,7211,72
BUOL,7207,72
BUOL,7207,72
DONGGALA,7205,72
DONGGALA,7205,72
KOTA PALU,7271,72
KOTA PALU,7271,72
MOROWALI,7203,72
MOROWALI,7203,72
MOROWALI UTARA,7212,72
MOROWALI UTARA,7212,72
PARIGI MOUTONG,7208,72
PARIGI MOUTONG,7208,72
POSO,7204,72
POSO,7204,72
SIGI,7210,72
SIGI,7210,72
TOJO UNA UNA,7209,72
TOJO UNA UNA,7209,72
TOLI TOLI,7206,72
TOLI TOLI,7206,72
BOMBANA,7406,74
BOMBANA,7406,74
BUTON,7401,74
BUTON,7401,74
BUTON SELATAN,7415,74
BUTON SELATAN,7415,74
BUTON TENGAH,7414,74
BUTON TENGAH,7414,74
BUTON UTARA,7409,74
BUTON UTARA,7409,74
KOLAKA,7404,74
KOLAKA,7404,74
KOLAKA TIMUR,7411,74
KOLAKA TIMUR,7411,74
KOLAKA UTARA,7408,74
KOLAKA UTARA,7408,74
KONAWE,7403,74
KONAWE,7403,74
KONAWE KEPULAUAN,7412,74
KONAWE KEPULAUAN,7412,74
KONAWE SELATAN,7405,74
KONAWE SELATAN,7405,74
KONAWE UTARA,7410,74
KONAWE UTARA,7410,74
KOTA BAU BAU,7472,74
KOTA BAU BAU,7472,74
KOTA KENDARI,7471,74
KOTA KENDARI,7471,74
MUNA,7402,74
MUNA,7402,74
MUNA BARAT,7413,74
MUNA BARAT,7413,74
WAKATOBI,7407,74
WAKATOBI,7407,74
BOLAANG MONGONDOW,7101,71
BOLAANG MONGONDOW,7101,71
BOLAANG MONGONDOW SELATAN,7110,71
BOLAANG MONGONDOW SELATAN,7110,71
BOLAANG MONGONDOW TIMUR,7111,71
BOLAANG MONGONDOW TIMUR,7111,71
BOLAANG MONGONDOW UTARA,7107,71
BOLAANG MONGONDOW UTARA,7107,71
KEPULAUAN SANGIHE,7103,71
KEPULAUAN SANGIHE,7103,71
KEPULAUAN TALAUD,7104,71
KEPULAUAN TALAUD,7104,71
KOTA BITUNG,7172,71
KOTA BITUNG,7172,71
KOTA KOTAMOBAGU,7174,71
KOTA KOTAMOBAGU,7174,71
KOTA MANADO,7171,71
KOTA MANADO,7171,71
KOTA TOMOHON,7173,71
KOTA TOMOHON,7173,71
MINAHASA,7102,71
MINAHASA,7102,71
MINAHASA SELATAN,7105,71
MINAHASA SELATAN,7105,71
MINAHASA TENGGARA,7109,71
MINAHASA TENGGARA,7109,71
MINAHASA UTARA,7106,71
MINAHASA UTARA,7106,71
SITARO,7108,71
SITARO,7108,71
AGAM,1307,13
AGAM,1307,13
DHARMASRAYA,1311,13
DHARMASRAYA,1311,13
KEPULAUAN MENTAWAI,1301,13
KEPULAUAN MENTAWAI,1301,13
KOTA BUKITTINGGI,1375,13
KOTA BUKITTINGGI,1375,13
KOTA PADANG,1371,13
KOTA PADANG,1371,13
KOTA PADANG PANJANG,1374,13
KOTA PADANG PANJANG,1374,13
KOTA PARIAMAN,1377,13
KOTA PARIAMAN,1377,13
KOTA PAYAKUMBUH,1376,13
KOTA PAYAKUMBUH,1376,13
KOTA SAWAHLUNTO,1373,13
KOTA SAWAHLUNTO,1373,13
KOTA SOLOK,1372,13
KOTA SOLOK,1372,13
LIMA PULUH KOTA,1308,13
LIMA PULUH KOTA,1308,13
PADANG PARIAMAN,1306,13
PADANG PARIAMAN,1306,13
PASAMAN,1309,13
PASAMAN,1309,13
PASAMAN BARAT,1312,13
PASAMAN BARAT,1312,13
PESISIR SELATAN,1302,13
PESISIR SELATAN,1302,13
SIJUNJUNG,1304,13
SIJUNJUNG,1304,13
SOLOK,1303,13
SOLOK,1303,13
SOLOK SELATAN,1310,13
SOLOK SELATAN,1310,13
TANAH DATAR,1305,13
TANAH DATAR,1305,13
BANYUASIN,1607,16
BANYUASIN,1607,16
EMPAT LAWANG,1611,16
EMPAT LAWANG,1611,16
KOTA LUBUK LINGGAU,1674,16
KOTA LUBUK LINGGAU,1674,16
KOTA PAGAR ALAM,1673,16
KOTA PAGAR ALAM,1673,16
KOTA PALEMBANG,1671,16
KOTA PALEMBANG,1671,16
KOTA PRABUMULIH,1672,16
KOTA PRABUMULIH,1672,16
LAHAT,1604,16
LAHAT,1604,16
MUARA ENIM,1603,16
MUARA ENIM,1603,16
MUSI BANYUASIN,1606,16
MUSI BANYUASIN,1606,16
MUSI RAWAS,1605,16
MUSI RAWAS,1605,16
MUSI RAWAS UTARA,1613,16
MUSI RAWAS UTARA,1613,16
OGAN ILIR,1610,16
OGAN ILIR,1610,16
OGAN KOMERING ILIR,1602,16
OGAN KOMERING ILIR,1602,16
OGAN KOMERING ULU,1601,16
OGAN KOMERING ULU,1601,16
OGAN KOMERING ULU SELATAN,1608,16
OGAN KOMERING ULU SELATAN,1608,16
